property_type;state;lat;lon;area_m2;price_usd
house;Veracruz de Ignacio de la Llave;25.453.195;-100.935.486;203.0;$94,818.28
house;Yucatán;20.938.659;-89.615.316;173.0;$50,052.15
house;Tamaulipas;22.270.658;-97.849.037;263.0;$176,541.57
house;Chiapas;1.678.141;-93.096.451;87.0;$51,381.50
apartment;Estado de México;;;157.0;$216,014.58
house;Chiapas;19.691.938;-101.176.615;220.0;$155,425.12
house;Estado de México;1.964.079;-99.098.691;105.0;$68,492.42
apartment;Puebla;19.011.347;-98.246.264;139.0;$179,134.04
house;Jalisco;20.647.029;-103.454.953;122.0;$77,975.99
house;Morelos;18.905.066;-99.224.869;120.0;$121,178.91
house;Veracruz de Ignacio de la Llave;190.668.128.782;-960.734.760.761;271.0;$173,865.39
house;Distrito Federal;;;308.0;$191,283.81
house;Querétaro;20.705.742;-100.444.016;350.0;$184,446.42
house;Estado de México;1.954.323;-99.222.374;181.0;$154,950.94
house;Sinaloa;248.090.649;-1.073.940.117;212.0;$112,222.21
house;Tamaulipas;25.872.879;-97.509.221;287.0;$115,910.26
house;Distrito Federal;19.373.264;-99.104.161;250.0;$135,430.60
apartment;Distrito Federal;19.383.952;-99.160.229;100.0;$174,140.42
house;Chiapas;16.757.278;-93.134.056;298.0;$181,084.17
house;Tamaulipas;22.320.061;-9.786.808;67.0;$35,835.30
house;Guanajuato;205.834.364.154;-1.011.981.904.507;180.0;$131,747.44
apartment;Distrito Federal;19.396.018;-99.147.827;80.0;$183,989.52
house;Chiapas;19.646.418;-101.238.213;153.0;$97,469.99
house;Estado de México;195.896.123;-992.907.617;60.0;$34,254.33
house;Querétaro;20.631.845;-100.390.495;315.0;$237,089.17
house;Querétaro;;;180.0;$120,125.18
house;Baja California Sur;24.083.153;-110.303.329;65.0;$33,358.45
house;Veracruz de Ignacio de la Llave;19.144.342;-96.139.002;140.0;$68,492.42
house;Estado de México;19.272.027;-99.553.293;107.0;$71,653.61
house;Sonora;;;301.0;$135,404.26
house;Baja California;;;61.0;$38,461.13
house;Hidalgo;201.010.608;-987.591.311;320.0;$192,305.66
house;Veracruz de Ignacio de la Llave;181.495.449.022;-945.140.772.966;104.0;$57,955.13
apartment;Distrito Federal;19.333.901;-99.240.356;85.0;$179,134.04
apartment;Distrito Federal;19.390.031;-99.174.182;108.0;$209,692.20
house;Nuevo León;25.781.807;-100.187.794;155.0;$65,858.10
apartment;Distrito Federal;;;170.0;$289,775.66
house;Querétaro;207.012.562;-1.004.654.217;295.0;$187,081.37
apartment;Distrito Federal;19.365.834;-99.263.505;126.0;$180,187.77
house;Yucatán;209.637.793;-896.612.548;249.0;$44,783.51
apartment;Estado de México;19.404.701;-99.292.419;300.0;$284,047.49
house;Veracruz de Ignacio de la Llave;18.879.525;-96.921.847;123.0;$55,320.80
house;Puebla;18.978.682;-98.250.015;162.0;$88,513.29
house;Querétaro;206.205.869;-100.388.042;322.0;$209,955.63
house;Morelos;;;186.0;$100,104.31
house;Morelos;;;147.0;$113,275.94
apartment;Nuevo León;25.654.263;-100.297.874;114.0;$55,333.92
house;Estado de México;19.180.459;-99.590.174;175.0;$134,382.39
apartment;Durango;24.010.702;-104.613.602;88.0;$43,213.16
apartment;Distrito Federal;19.474.655;-99.189.277;60.0;$40,041.72
apartment;Querétaro;2.065.449;-100.384.446;160.0;$250,320.14
house;Veracruz de Ignacio de la Llave;25.569.556;-103.383.702;244.0;$101,158.04
house;Morelos;18.813.505;-98.953.514;66.0;$34,246.21
house;Quintana Roo;21.118.165;-86.880.921;189.0;$118,544.58
apartment;Tabasco;17.972.448;-92.960.579;104.0;$57,968.87
house;Veracruz de Ignacio de la Llave;19.165.146;-96.160.652;220.0;$139,619.18
apartment;Distrito Federal;193.499.358;-992.906.864;78.0;$147,557.13
apartment;Estado de México;19.402.713;-9.927.547;130.0;$101,196.61
house;Yucatán;;;185.0;$123,315.60
house;Morelos;18.948.109;-9.926.886;200.0;$155,461.98
house;Querétaro;205.887.932;-1.003.898.881;334.0;$279,238.36
apartment;Distrito Federal;19.406.592;-99.155.442;90.0;$224,660.17
house;Nuevo León;25.677.525;-100.258.614;257.0;$115,937.75
house;Distrito Federal;;;196.0;$69,720.74
house;Chihuahua;;;108.0;$41,095.45
house;Distrito Federal;19.318.989;-99.094.437;100.0;$98,523.72
house;Querétaro;20.712.143;-100.454.275;230.0;$152,790.80
house;Yucatán;2.101.429;-89.605.148;280.0;$144,922.18
house;Veracruz de Ignacio de la Llave;19.532.306;-96.897.717;100.0;$60,589.45
house;Veracruz de Ignacio de la Llave;19.173.773;-961.342.241;160.0;$52,686.48
house;Veracruz de Ignacio de la Llave;19.139.896;-96.109.911;163.0;$68,492.42
house;Puebla;;;235.0;$131,716.20
house;Baja California;32.665.619;-115.433.372;134.0;$133,442.74
house;Tamaulipas;22.270.658;-97.849.037;93.0;$65,873.72
house;Yucatán;21.021.821;-89.634.346;235.0;$110,641.61
apartment;Querétaro;205.887.932;-1.003.898.881;178.0;$316,118.90
house;Veracruz de Ignacio de la Llave;19.142.568;-96.125.389;214.0;$92,728.21
house;Morelos;18.970.675;-99.288.261;333.0;$156,742.28
house;Morelos;18.813.505;-98.953.514;90.0;$52,686.48
house;Veracruz de Ignacio de la Llave;;;168.0;$54,793.94
house;Sonora;27.492.618;-109.960.496;270.0;$147,522.15
house;Quintana Roo;2.065.593;-8.705.368;210.0;$225,024.63
house;Baja California Sur;24.143.626;-110.336.274;180.0;$226,551.88
house;Guerrero;16.841.759;-99.847.374;97.0;$67,981.68
house;Chiapas;;;200.0;$152,790.80
apartment;Veracruz de Ignacio de la Llave;19.125.867;-96.106.026;189.0;$279,238.36
house;Chihuahua;23.634.501;-102.552.788;200.0;$42,149.18
house;Jalisco;206.081.524.999;-1.033.946.675.062;150.0;$43,993.21
apartment;Yucatán;21.029.198;-89.607.506;200.0;$139,619.18
house;Morelos;18.927.336;-99.213.448;145.0;$121,178.91
house;Veracruz de Ignacio de la Llave;25.439.677;-100.946.717;172.0;$90,589.54
apartment;Distrito Federal;19.472.481;-99.182.374;75.0;$80,635.87
house;Estado de México;19.514.382;-99.258.682;150.0;$77,325.47
house;Distrito Federal;19.325.355;-99.232.561;136.0;$306,635.33
house;Yucatán;21.072.905;-8.965.963;250.0;$110,641.61
house;San Luis Potosí;2.214.691;-101.038.651;245.0;$144,922.18
house;Morelos;18.879.347;-99.179.871;184.0;$136,984.85
house;Tabasco;180.341.023.227;-929.841.993.784;161.0;$125,950.55
house;Morelos;23.634.501;-102.552.788;338.0;$147,522.15
house;Puebla;18.921.051;-98.417.053;116.0;$91,463.73
house;Puebla;19.014.643;-98.170.731;140.0;$89,588.26
house;Morelos;18.858.107;-99.200.287;78.0;$34,246.21
house;Morelos;18.945.309;-9.922.372;380.0;$263,432.41
house;Yucatán;210.381.057;-895.933.722;213.0;$118,572.70
apartment;Distrito Federal;19.474.655;-99.189.277;70.0;$50,064.02
house;Yucatán;21.072.905;-8.965.963;200.0;$102,763.00
house;Veracruz de Ignacio de la Llave;25.531.834;-103.315.276;150.0;$41,105.20
apartment;Nuevo León;25.651.072;-100.342.773;92.0;$208,160.96
house;Estado de México;19.499.864;-99.050.138;175.0;$100,104.31
house;Estado de México;19.555.771;-99.248.612;200.0;$94,256.11
house;San Luis Potosí;22.157.743;-10.094.397;225.0;$75,078.23
house;Nuevo León;256.769.684;-1.004.508.956;107.0;$50,052.15
house;San Luis Potosí;221.470.009.295;-1.010.172.995.925;160.0;$109,587.88
house;Puebla;;;147.0;$98,260.29
house;Guerrero;1.685.678;-99.853.204;280.0;$200,208.63
apartment;Estado de México;19.424.913;-99.271.629;69.0;$57,422.47
house;Estado de México;195.496.674.785;-990.165.393.054;90.0;$50,052.15
house;Guerrero;16.867.283;-99.867.119;150.0;$139,619.18
house;Chiapas;;;224.0;$142,287.24
house;Morelos;18.811.808;-9.894.649;100.0;$47,417.83
apartment;Morelos;;;143.0;$123,813.23
apartment;Distrito Federal;19.396.502;-99.128.797;80.0;$39,946.36
apartment;Sinaloa;;;85.0;$70,863.32
apartment;Yucatán;21.017.197;-89.574.516;66.0;$83,771.50
house;Hidalgo;200.649.913.245;-987.680.017.948;100.0;$57,955.13
house;Tamaulipas;22.266.645;-97.870.796;296.0;$210,745.93
house;Estado de México;18.948.179;-99.482.277;170.0;$131,716.20
apartment;Yucatán;213.421.022;-892.624.626;202.0;$210,743.21
house;Puebla;19.044.477;-98.328.011;235.0;$168,636.73
house;Chihuahua;286.556.674;-1.060.711.926;159.0;$68,205.43
house;Distrito Federal;192.826.778;-992.090.757;161.0;$144,887.83
apartment;Distrito Federal;1.948.888;-99.179.278;70.0;$51,393.55
house;Chiapas;16.732.222;-93.135.307;240.0;$131,716.20
house;Veracruz de Ignacio de la Llave;23.634.501;-102.552.788;205.0;$78,766.29
house;Yucatán;210.381.057;-895.933.722;165.0;$100,075.35
apartment;Guerrero;16.801.018;-99.824.979;98.0;$99,577.45
house;Estado de México;196.850.991;-992.113.669;62.0;$37,943.26
house;Puebla;;;228.0;$142,253.50
house;Morelos;189.212.022;-991.739.857;125.0;$62,184.79
house;Yucatán;21.030.668;-89.599.258;320.0;$189,663.62
apartment;Puebla;189.678.552.823;-982.848.708.631;127.0;$176,979.24
house;Nuevo León;25.723.516;-100.393.311;365.0;$242,415.29
house;Yucatán;210.151.423;-896.551.671;180.0;$68,245.17
apartment;Quintana Roo;211.359.373.912;-867.675.390.242;84.0;$84,318.36
house;Nuevo León;;;183.0;$131,189.34
house;Querétaro;;;150.0;$94,858.16
house;Morelos;18.891.859;-99.187.134;320.0;$210,795.91
house;Querétaro;;;148.0;$90,778.81
apartment;Sinaloa;23.261.248;-106.459.885;61.0;$40,568.59
apartment;Distrito Federal;19.364.891;-99.148.384;62.0;$84,318.36
apartment;Distrito Federal;19.426.528;-99.196.279;60.0;$218,648.90
apartment;Estado de México;19.369.319;-99.293.444;150.0;$128,098.38
apartment;Chiapas;16.745.249;-93.152.699;73.0;$43,202.91
apartment;Distrito Federal;19.434.723;-99.175.887;80.0;$131,768.89
apartment;Distrito Federal;19.449.392;-99.138.544;65.0;$42,676.05
house;Estado de México;1.955.134;-99.233.528;260.0;$316,118.90
house;Querétaro;20.607.178;-100.335.754;104.0;$77,975.99
house;San Luis Potosí;221.648.322.115;-1.009.765.219.688;125.0;$51,644.99
house;San Luis Potosí;221.664.458.833;-1.009.547.920.559;140.0;$51,644.99
house;Chiapas;16.771.928;-93.105.578;200.0;$110,667.85
house;Distrito Federal;;;238.0;$168,636.73
house;Tamaulipas;22.246.319;-9.786.264;163.0;$113,302.80
house;Distrito Federal;19.365.175;-99.230.064;270.0;$150,683.34
apartment;Estado de México;19.379.597;-99.293.808;155.0;$236,091.42
house;Nuevo León;;;285.0;$130,135.61
house;Puebla;;;315.0;$242,357.82
house;Tlaxcala;19.312.792;-98.216.515;159.0;$79,029.72
house;Querétaro;23.634.501;-102.552.788;145.0;$72,707.34
house;Yucatán;21.039.522;-89.563.911;186.0;$99,577.45
house;Veracruz de Ignacio de la Llave;;;170.0;$68,492.42
house;San Luis Potosí;22.175.159;-100.979.996;188.0;$72,197.60
house;Puebla;191.105.571.397;-982.800.516.486;120.0;$65,858.10
house;Estado de México;;;300.0;$208,160.96
house;Estado de México;1.964.443;-99.098.587;75.0;$37,943.26
house;Veracruz de Ignacio de la Llave;25.502.705;-103.408.554;190.0;$42,969.88
apartment;Yucatán;;;208.0;$210,795.91
house;Veracruz de Ignacio de la Llave;25.461.545;-100.883.958;170.0;$124,340.10
apartment;Distrito Federal;19.478.815;-99.196.831;64.0;$76,395.40
house;Querétaro;20.611.304;-100.386.343;360.0;$268,701.06
house;Veracruz de Ignacio de la Llave;19.178.049;-96.128.845;160.0;$84,298.37
house;Veracruz de Ignacio de la Llave;20.955.351;-97.404.341;150.0;$43,729.78
house;Estado de México;;;104.0;$73,761.07
house;Sonora;2.907.683;-1.109.871.743;309.0;$189,716.32
apartment;Guerrero;23.634.501;-102.552.788;178.0;$237,145.40
house;Yucatán;21.039.522;-89.563.911;215.0;$98,656.43
house;Nuevo León;257.431.730.317;-1.003.723.396.361;138.0;$53,225.96
apartment;Morelos;189.701.939.816;-992.423.853.278;117.0;$123,813.23
house;Aguascalientes;218.893.042.472;-1.022.563.044.727;198.0;$41,105.20
house;Querétaro;;;246.0;$179,134.04
apartment;Distrito Federal;19.298.168;-99.113.106;83.0;$177,695.70
house;Chiapas;;;150.0;$33,455.91
house;Chiapas;16.734.992;-93.102.641;121.0;$83,771.50
house;Nuevo León;25.701.321;-100.457.924;164.0;$47,417.83
house;Aguascalientes;2.188.585;-102.294.085;185.0;$142,253.50
house;Jalisco;20.618.633;-103.387.465;150.0;$73,761.07
house;Nuevo León;256.738.201.627;-1.003.135.946.987;120.0;$79,048.46
house;Morelos;18.942.068;-99.242.531;200.0;$184,446.42
house;Querétaro;20.700.323;-100.472.563;269.0;$147,522.15
house;Veracruz de Ignacio de la Llave;25.558.393;-103.385.429;113.0;$44,941.57
house;Nuevo León;25.580.088;-100.239.685;234.0;$201,310.09
house;Sinaloa;23.283.125;-106.406.723;192.0;$47,417.83
house;Chiapas;16.752.182;-93.088.427;184.0;$79,029.72
apartment;Distrito Federal;193.880.398;-991.695.793;100.0;$113,302.80
house;San Luis Potosí;2.214.691;-101.038.651;150.0;$81,664.04
house;Morelos;18.936.026;-99.216.217;286.0;$209,692.20
house;Distrito Federal;19.328.833;-99.133.163;140.0;$123,813.23
house;Distrito Federal;19.455.385;-99.209.835;216.0;$84,318.36
house;Puebla;19.071.239;-98.273.949;240.0;$126,447.56
house;Estado de México;19.501.955;-99.226.952;196.0;$226,551.88
house;Morelos;18.866.121;-99.231.445;180.0;$147,522.15
house;Querétaro;20.726.007;-100.442.642;330.0;$194,986.21
house;Morelos;;;310.0;$263,432.41
house;Yucatán;21.075.163;-89.516.731;192.0;$92,542.77
house;Tlaxcala;19.435.802;-9.810.286;135.0;$41,095.45
house;Yucatán;209.731.555;-896.229.189;250.0;$84,318.36
house;Estado de México;19.159.458;-99.565.956;79.0;$37,943.26
house;Yucatán;;;188.0;$106,462.47
house;Puebla;190.412.967;-982.061.996;109.0;$36,889.28
house;Chiapas;;;90.0;$44,794.13
house;Sinaloa;24.817.956;-107.434.033;146.0;$64,804.37
house;Puebla;;;260.0;$143,834.10
apartment;Sinaloa;23.299.184;-106.481.557;230.0;$269,754.79
apartment;Distrito Federal;1.936.243;-99.176.957;70.0;$40,568.59
apartment;Distrito Federal;19.390.062;-99.192.293;64.0;$94,858.16
house;Nuevo León;257.581.963;-1.002.665.026;135.0;$79,029.72
house;Querétaro;20.556.261;-100.370.035;112.0;$90,620.75
house;Chiapas;16.744.808;-93.179.222;350.0;$147,557.13
house;Yucatán;210.259.468.647;-89.584.236.145;264.0;$149,928.59
apartment;Morelos;;;110.0;$92,223.21
apartment;Quintana Roo;211.500.747.207;-868.316.459.656;165.0;$121,178.91
house;Chiapas;16.734.121;-92.626.991;100.0;$84,298.37
house;Querétaro;20.705.742;-100.444.016;223.0;$137,017.34
apartment;Distrito Federal;19.400.731;-99.125.466;80.0;$68,070.93
house;Estado de México;;;120.0;$52,686.48
apartment;Distrito Federal;1.933.923;-99.218.987;83.0;$147,522.15
apartment;Distrito Federal;19.365.383;-9.916.507;81.0;$161,826.53
house;Morelos;;;181.0;$97,493.10
house;Yucatán;21.030.668;-89.599.258;350.0;$221,283.23
house;Morelos;18.864.874;-98.925.911;60.0;$34,246.21
apartment;Distrito Federal;19.463.009;-99.131.106;81.0;$102,738.64
house;Yucatán;213.085.667.381;-895.303.344.727;380.0;$210,795.91
house;Distrito Federal;1.933.427;-99.083.374;100.0;$68,492.42
apartment;Distrito Federal;19.499.434;-99.111.916;85.0;$112,402.96
apartment;Morelos;;;65.0;$49,678.08
apartment;Distrito Federal;19.380.937;-99.179.545;98.0;$197,146.87
house;Veracruz de Ignacio de la Llave;;;220.0;$79,029.72
house;Yucatán;21.006.866;-89.618.103;305.0;$168,596.74
house;Veracruz de Ignacio de la Llave;19.109.777;-96.106.922;240.0;$168,596.74
house;Baja California;32.459.403;-116.880.827;114.0;$73,761.07
house;Puebla;19.101.185;-98.357.062;90.0;$42,149.18
house;Querétaro;20.394.361;-99.973.053;354.0;$115,910.26
house;Yucatán;21.065.001;-896.239.875;155.0;$71,143.62
house;Estado de México;;;140.0;$100,128.05
house;Querétaro;20.646.841;-100.376.117;86.0;$45,310.37
house;Morelos;18.897.581;-9.907.093;306.0;$208,160.96
house;Yucatán;21.072.905;-8.965.963;171.0;$94,278.47
house;Morelos;;;270.0;$184,402.69
house;Morelos;18.917.542;-98.963.181;182.0;$97,469.99
house;Veracruz de Ignacio de la Llave;20.948.336;-97.362.764;100.0;$54,267.07
apartment;Distrito Federal;19.396.018;-99.147.827;70.0;$183,989.47
house;Puebla;19.051.815;-98.277.669;198.0;$115,910.26
apartment;Distrito Federal;19.309.208;-99.171.906;70.0;$77,572.89
house;Morelos;;;310.0;$237,089.17
house;Yucatán;210.506.531;-895.588.406;334.0;$137,017.34
house;Yucatán;213.437.962.237;-89.262.059.927;130.0;$110,404.35
apartment;Nuevo León;;;155.0;$184,446.42
house;Querétaro;20.587.378;-100.418.361;106.0;$56,637.97
